username,user_country,room_view,stay_duration,stay_type,review_post_date,review_title,rating,original_lang,review_text_liked,review_text_disliked,full_review,en_full_review,found_helpful,found_unhelpful,owner_resp_text
Healy,Canada,Single Room,4 nights,Solo traveller,03-07-2024 00:00:00,Great Place,10.0,en,Everything! Great view. Lovely courtyard. Thematic decorative touches. Comfortable room. Friendly and helpful owner and staff. Very good information on tours and very good services. (They let me use the kitchen so I could cook diabetic friendly suppers and use the fridge. Very accommodating of them and very much appreciated.),"If there was anything I didn't like, it was having to leave. Such a pleasant place to stay!","title: Great Place. liked: Everything! Great view. Lovely courtyard. Thematic decorative touches. Comfortable room. Friendly and helpful owner and staff. Very good information on tours and very good services. (They let me use the kitchen so I could cook diabetic friendly suppers and use the fridge. Very accommodating of them and very much appreciated.) disliked: If there was anything I didn't like, it was having to leave. Such a pleasant place to stay!","title: Great Place. liked: Everything! Great view. Lovely courtyard. Thematic decorative touches. Comfortable room. Friendly and helpful owner and staff. Very good information on tours and very good services. (They let me use the kitchen so I could cook diabetic friendly suppers and use the fridge. Very accommodating of them and very much appreciated.) disliked: If there was anything I didn't like, it was having to leave. Such a pleasant place to stay!",0,0,
John,United Kingdom,Single Room,3 nights,Solo traveller,03-05-2024 00:00:00,Very nice place just be prepared for a hike up a steep hill.,8.0,en,Room had 4 beds just for me. Price was very cheap.,Room did not have aircon. The hotel is at the top of a steep bank.,title: Very nice place just be prepared for a hike up a steep hill. liked: Room had 4 beds just for me. Price was very cheap. disliked: Room did not have aircon. The hotel is at the top of a steep bank.,title: Very nice place just be prepared for a hike up a steep hill. liked: Room had 4 beds just for me. Price was very cheap. disliked: Room did not have aircon. The hotel is at the top of a steep bank.,0,0,
Helene,United States,Single Room,1 night,Solo traveller,02-28-2024 00:00:00,Friendly place,9.0,en-us,Friendly staff,The slightly up the hill location,title: Friendly place. liked: Friendly staff. disliked: The slightly up the hill location.,title: Friendly place. liked: Friendly staff. disliked: The slightly up the hill location.,0,0,
Kellie,United States,Double or Twin Room,1 night,Couple,02-16-2024 00:00:00,Superb,9.0,en,Clean rooms and amazing views,The school next door was very loud in the morning,title: Superb. liked: Clean rooms and amazing views. disliked: The school next door was very loud in the morning.,title: Superb. liked: Clean rooms and amazing views. disliked: The school next door was very loud in the morning.,0,0,
Zorica,United Kingdom,Single Room,4 nights,Solo traveller,02-13-2024 00:00:00,Superb,9.0,en-us,Great hotel and great location with kind and helpful staff.,,title: Superb. liked: Great hotel and great location with kind and helpful staff.,title: Superb. liked: Great hotel and great location with kind and helpful staff.,0,0,
Jerome,United States,Single Room,2 nights,Solo traveller,02-11-2024 00:00:00,This is an excellent place,10.0,en-us,"A nice place, a good room, excellent breakfast and helpful staff.",,"title: This is an excellent place. liked: A nice place, a good room, excellent breakfast and helpful staff.","title: This is an excellent place. liked: A nice place, a good room, excellent breakfast and helpful staff.",0,0,
Miras,Kazakhstan,Single Room,1 night,Solo traveller,01-07-2024 00:00:00,"Great place to stay! Perfect explanation from the staff on where to go and what to do!,",10.0,en,"Everything. Room, hot shower, atmosphere, parking, territory.",Nothing,"title: Great place to stay! Perfect explanation from the staff on where to go and what to do!, liked: Everything. Room, hot shower, atmosphere, parking, territory. disliked: Nothing.","title: Great place to stay! Perfect explanation from the staff on where to go and what to do!, liked: Everything. Room, hot shower, atmosphere, parking, territory. disliked: Nothing.",0,0,
Ashley,United States,Triple Room with Private Bathroom,3 nights,Group,12-30-2023 00:00:00,Will definitely come back!!!,10.0,en-us,Very clean and great helping staff.,It was a bit far from the center but nothing crazy.,title: Will definitely come back!!! liked: Very clean and great helping staff. disliked: It was a bit far from the center but nothing crazy.,title: Will definitely come back!!! liked: Very clean and great helping staff. disliked: It was a bit far from the center but nothing crazy.,0,0,
Suha,Germany,Single Room,3 nights,Group,12-27-2023 00:00:00,"Wonderful, I will go back again. I highly recommend it",8.0,en,Very supportive staff... Also in guiding you of how to enjoy Banos... Very kind staff.. It feels home,Coffee was not fresh,"title: Wonderful, I will go back again. I highly recommend it. liked: Very supportive staff... Also in guiding you of how to enjoy Banos... Very kind staff.. It feels home. disliked: Coffee was not fresh.","title: Wonderful, I will go back again. I highly recommend it. liked: Very supportive staff... Also in guiding you of how to enjoy Banos... Very kind staff.. It feels home. disliked: Coffee was not fresh.",0,0,
Alex,United States,Double or Twin Room,2 nights,Couple,12-22-2023 00:00:00,Everything was perfect great location with parking,10.0,en-us,Friendly and helpful staff Great location,,title: Everything was perfect great location with parking. liked: Friendly and helpful staff Great location.,title: Everything was perfect great location with parking. liked: Friendly and helpful staff Great location.,0,0,
Tanja,Sweden,Single Room,1 night,Solo traveller,12-20-2023 00:00:00,A perfect stay,9.0,en,Clean and friendly and quiet,,title: A perfect stay. liked: Clean and friendly and quiet.,title: A perfect stay. liked: Clean and friendly and quiet.,1,0,
Keirin,El Salvador,Single Room,3 nights,Solo traveller,12-18-2023 00:00:00,Exceptional,10.0,en-us,I loved the view from my room! The staff were super friendly and helpful.,N/A,title: Exceptional. liked: I loved the view from my room! The staff were super friendly and helpful. disliked: N/A.,title: Exceptional. liked: I loved the view from my room! The staff were super friendly and helpful. disliked: N/A.,0,0,
