username,user_country,room_view,stay_duration,stay_type,review_post_date,review_title,rating,original_lang,review_text_liked,review_text_disliked,full_review,en_full_review,found_helpful,found_unhelpful,owner_resp_text
Ragoner,Austria,Single Room,2 nights,Solo traveller,09-29-2023 00:00:00,Nice stay,10.0,en,"Laundry service Nice, clean room Very informative staff",A little far from the center,"title: Nice stay. liked: Laundry service Nice, clean room Very informative staff. disliked: A little far from the center.","title: Nice stay. liked: Laundry service Nice, clean room Very informative staff. disliked: A little far from the center.",1,0,
Monica,Canada,Quadruple Room,3 nights,Couple,08-31-2023 00:00:00,Very good,8.0,en,"Good shower with hot water. Spacious room. Great rec room to play ping pong and foozball. Excellent value for money. We enjoyed the steep hill to get to and from the town. But if you're not into a bit of a workout, consider a taxi.","A bit worn and can use some updates, but clean and staff was very helpful. Earplugs are definitely beneficial. We don't go anywhere without them.","title: Very good. liked: Good shower with hot water. Spacious room. Great rec room to play ping pong and foozball. Excellent value for money. We enjoyed the steep hill to get to and from the town. But if you're not into a bit of a workout, consider a taxi. disliked: A bit worn and can use some updates, but clean and staff was very helpful. Earplugs are definitely beneficial. We don't go anywhere without them.","title: Very good. liked: Good shower with hot water. Spacious room. Great rec room to play ping pong and foozball. Excellent value for money. We enjoyed the steep hill to get to and from the town. But if you're not into a bit of a workout, consider a taxi. disliked: A bit worn and can use some updates, but clean and staff was very helpful. Earplugs are definitely beneficial. We don't go anywhere without them.",2,0,
Lorena,Australia,Double or Twin Room,1 night,Family,08-19-2023 00:00:00,The staff was friendly and helpful with all our needs and the price is cheap,10.0,en,Location,,title: The staff was friendly and helpful with all our needs and the price is cheap. liked: Location.,title: The staff was friendly and helpful with all our needs and the price is cheap. liked: Location.,1,0,
Yarona,Israel,Quadruple Room,2 nights,Couple,08-19-2023 00:00:00,"a nice quiet place up the hill, clean with comfy beds, and a nice shower",9.0,en-us,"really nice and quiet place! good value, clean and nice staff",,"title: a nice quiet place up the hill, clean with comfy beds, and a nice shower. liked: really nice and quiet place! good value, clean and nice staff.","title: a nice quiet place up the hill, clean with comfy beds, and a nice shower. liked: really nice and quiet place! good value, clean and nice staff.",1,0,
Rambo,Mexico,Double or Twin Room,1 night,Group,08-18-2023 00:00:00,Great staff friendly clean good location,9.0,en-us,Location,Outdated bathroom,title: Great staff friendly clean good location. liked: Location. disliked: Outdated bathroom.,title: Great staff friendly clean good location. liked: Location. disliked: Outdated bathroom.,1,0,
David,United States,Double or Twin Room,2 nights,Family,08-16-2023 00:00:00,Lovely place to stay in Banos.,9.0,en-us,Gorgeous! The grounds were exquisite. Really well taken care of. The staff was very helpful. Really enjoyed our stay.,"Not a big deal, but no ping pong or darts as advertised. Also, breakfast is advertised. Also not a huge deal, but we assumed it was included as it had been in all the other places we stayed in Ecuador where breakfast was advertised. But do be aware that breakfast costs $4. It was a surprise at the end, but did not detract from our stay. Also, it’s quite a steep incline to get back to the hotel from down on the town.","title: Lovely place to stay in Banos. liked: Gorgeous! The grounds were exquisite. Really well taken care of. The staff was very helpful. Really enjoyed our stay. disliked: Not a big deal, but no ping pong or darts as advertised. Also, breakfast is advertised. Also not a huge deal, but we assumed it was included as it had been in all the other places we stayed in Ecuador where breakfast was advertised. But do be aware that breakfast costs $4. It was a surprise at the end, but did not detract from our stay. Also, it’s quite a steep incline to get back to the hotel from down on the town.","title: Lovely place to stay in Banos. liked: Gorgeous! The grounds were exquisite. Really well taken care of. The staff was very helpful. Really enjoyed our stay. disliked: Not a big deal, but no ping pong or darts as advertised. Also, breakfast is advertised. Also not a huge deal, but we assumed it was included as it had been in all the other places we stayed in Ecuador where breakfast was advertised. But do be aware that breakfast costs $4. It was a surprise at the end, but did not detract from our stay. Also, it’s quite a steep incline to get back to the hotel from down on the town.",2,0,
Walteringmo,Ecuador,Double or Twin Room,2 nights,Couple,08-11-2023 00:00:00,Very good,9.0,en-us,Location and the garage,They asked me for an anticipe and that is not legal in booking,title: Very good. liked: Location and the garage. disliked: They asked me for an anticipe and that is not legal in booking.,title: Very good. liked: Location and the garage. disliked: They asked me for an anticipe and that is not legal in booking.,1,0,
Newman,United Kingdom,Single Room,5 nights,Solo traveller,08-06-2023 00:00:00,Nice hotel,8.0,en,Beautiful views of the town. Good WiFi. Very friendly and helpful staff.,"Breakfast perhaps too expensive for what it is ($4 for two eggs, fruit and bread)","title: Nice hotel. liked: Beautiful views of the town. Good WiFi. Very friendly and helpful staff. disliked: Breakfast perhaps too expensive for what it is ($4 for two eggs, fruit and bread)","title: Nice hotel. liked: Beautiful views of the town. Good WiFi. Very friendly and helpful staff. disliked: Breakfast perhaps too expensive for what it is ($4 for two eggs, fruit and bread)",1,0,
Juliette,Netherlands,Double or Twin Room,3 nights,Couple,08-05-2023 00:00:00,Exceptional,10.0,en,lovely staff and great value for the price,-,title: Exceptional. liked: lovely staff and great value for the price. disliked: -,title: Exceptional. liked: lovely staff and great value for the price. disliked: -,1,0,
Miriam,United States,Double or Twin Room,1 night,Group,07-30-2023 00:00:00,Exceptional,10.0,en-us,"The view of the city from our room was beautiful. Staff, especially the front desk personnel, were very patient with guiding us to local attractions. The patios and gardens were very pleasing and well maintained.","I have no dislikes, although the hill was a challenge, especially after walking in the town for much of the day. But, without the hill, there would be no magnificent view.","title: Exceptional. liked: The view of the city from our room was beautiful. Staff, especially the front desk personnel, were very patient with guiding us to local attractions. The patios and gardens were very pleasing and well maintained. disliked: I have no dislikes, although the hill was a challenge, especially after walking in the town for much of the day. But, without the hill, there would be no magnificent view.","title: Exceptional. liked: The view of the city from our room was beautiful. Staff, especially the front desk personnel, were very patient with guiding us to local attractions. The patios and gardens were very pleasing and well maintained. disliked: I have no dislikes, although the hill was a challenge, especially after walking in the town for much of the day. But, without the hill, there would be no magnificent view.",1,0,
Jose,El Salvador,Double or Twin Room,2 nights,Couple,07-25-2023 00:00:00,Great option in Baños,10.0,en,"The view, the facilities. Overall, great!",The access to the hostel from the main town is a bit steep,"title: Great option in Baños. liked: The view, the facilities. Overall, great! disliked: The access to the hostel from the main town is a bit steep.","title: Great option in Baños. liked: The view, the facilities. Overall, great! disliked: The access to the hostel from the main town is a bit steep.",0,0,
Mohammad,Oman,Quadruple Room,2 nights,Family,07-18-2023 00:00:00,"Lovely family owners business, with excellent locality. The staff were especially helpful. The hotel is beautiful",9.0,en,Lovely staff very helpful .. breakfast and the location,Not being able to pay by using card!,"title: Lovely family owners business, with excellent locality. The staff were especially helpful. The hotel is beautiful. liked: Lovely staff very helpful .. breakfast and the location. disliked: Not being able to pay by using card!","title: Lovely family owners business, with excellent locality. The staff were especially helpful. The hotel is beautiful. liked: Lovely staff very helpful .. breakfast and the location. disliked: Not being able to pay by using card!",0,0,
Mary,New Zealand,Triple Room with Private Bathroom,2 nights,Family,07-10-2023 00:00:00,Fantastic breakfast and good view from the room!,8.0,en,"The room was in the hill, which gave us a great view of the city from the top. The accommodation in general is very quiet and you feel very private as the gate is locked. The breakfast was amazing, fresh rolls, probably the best in Ecuador in comparison to other places I stayed! The staffs were helpful.","Upon check in, we were told breakfast was not included, even though booking.com specified that, which annoyed me a bit. But then the receptionist was quick to fix. The room was very cute, but the beds very small, my husband is tall as it is my daughter and both had their feet dangling off the bed, so not really ideal. Maybe other rooms offer different beds though.","title: Fantastic breakfast and good view from the room! liked: The room was in the hill, which gave us a great view of the city from the top. The accommodation in general is very quiet and you feel very private as the gate is locked. The breakfast was amazing, fresh rolls, probably the best in Ecuador in comparison to other places I stayed! The staffs were helpful. disliked: Upon check in, we were told breakfast was not included, even though booking.com specified that, which annoyed me a bit. But then the receptionist was quick to fix. The room was very cute, but the beds very small, my husband is tall as it is my daughter and both had their feet dangling off the bed, so not really ideal. Maybe other rooms offer different beds though.","title: Fantastic breakfast and good view from the room! liked: The room was in the hill, which gave us a great view of the city from the top. The accommodation in general is very quiet and you feel very private as the gate is locked. The breakfast was amazing, fresh rolls, probably the best in Ecuador in comparison to other places I stayed! The staffs were helpful. disliked: Upon check in, we were told breakfast was not included, even though booking.com specified that, which annoyed me a bit. But then the receptionist was quick to fix. The room was very cute, but the beds very small, my husband is tall as it is my daughter and both had their feet dangling off the bed, so not really ideal. Maybe other rooms offer different beds though.",1,0,
Rosie,United Kingdom,Quadruple Room,3 nights,Couple,07-08-2023 00:00:00,Superb,9.0,en,"Brilliant stay. Comfy beds and powerful hot shower. Tv with Netflix in the room. Great views, 5 minute walk to the main square. Highly recommend. Friendly helpful staff.",,"title: Superb. liked: Brilliant stay. Comfy beds and powerful hot shower. Tv with Netflix in the room. Great views, 5 minute walk to the main square. Highly recommend. Friendly helpful staff.","title: Superb. liked: Brilliant stay. Comfy beds and powerful hot shower. Tv with Netflix in the room. Great views, 5 minute walk to the main square. Highly recommend. Friendly helpful staff.",0,0,
Monica,Ecuador,Single Room,2 nights,Solo traveller,07-07-2023 00:00:00,Very good,8.0,en,Hotel tranquilo y personal amable,,title: Very good. liked: Hotel tranquilo y personal amable.,title: Very good. liked: Hotel tranquilo y personal amable.,0,0,
Iuliia,Ukraine,Double or Twin Room,1 night,Couple,06-29-2023 00:00:00,Amazing place to stay!,10.0,en,"We liked literally everything! The room was clean, warm and cozy. The bed is very comfortable. The staff is nice.",,"title: Amazing place to stay! liked: We liked literally everything! The room was clean, warm and cozy. The bed is very comfortable. The staff is nice.","title: Amazing place to stay! liked: We liked literally everything! The room was clean, warm and cozy. The bed is very comfortable. The staff is nice.",0,0,
Mexey,Netherlands,Double or Twin Room,4 nights,Couple,06-23-2023 00:00:00,Superb,9.0,en,"The staff always greeted kindly and help you find your way in Baños. They have tips and are very helpfull in every way. Also, Esteban will greet you warmly and friendly every evening when you return, and will ask you how your day was! Love their personal touch.",,"title: Superb. liked: The staff always greeted kindly and help you find your way in Baños. They have tips and are very helpfull in every way. Also, Esteban will greet you warmly and friendly every evening when you return, and will ask you how your day was! Love their personal touch.","title: Superb. liked: The staff always greeted kindly and help you find your way in Baños. They have tips and are very helpfull in every way. Also, Esteban will greet you warmly and friendly every evening when you return, and will ask you how your day was! Love their personal touch.",0,0,
Shant,Switzerland,Single Room,1 night,Solo traveller,06-17-2023 00:00:00,Extremely good value for money,8.0,en,It was very clean and the bed was comfortable. location was good and the staff were quite helpful.,They wanted payment in cash but didn't have change. I don't mind paying in cash but at least be prepared.,title: Extremely good value for money. liked: It was very clean and the bed was comfortable. location was good and the staff were quite helpful. disliked: They wanted payment in cash but didn't have change. I don't mind paying in cash but at least be prepared.,title: Extremely good value for money. liked: It was very clean and the bed was comfortable. location was good and the staff were quite helpful. disliked: They wanted payment in cash but didn't have change. I don't mind paying in cash but at least be prepared.,0,0,
Gijs,Netherlands,Double or Twin Room,2 nights,Couple,06-14-2023 00:00:00,Exceptional,10.0,en,The employees of the hostel were so kind and helped us with exploring Baños by giving us good tips and calling a taxi for us. We also did almost all of our laundry for a very good price 😄,,title: Exceptional. liked: The employees of the hostel were so kind and helped us with exploring Baños by giving us good tips and calling a taxi for us. We also did almost all of our laundry for a very good price 😄.,title: Exceptional. liked: The employees of the hostel were so kind and helped us with exploring Baños by giving us good tips and calling a taxi for us. We also did almost all of our laundry for a very good price 😄.,0,0,
Cesar,Ecuador,Quadruple Room,5 nights,Family,06-12-2023 00:00:00,,10.0,en,This review has been hidden because it doesn't meet our guidelines.,,liked: This review has been hidden because it doesn't meet our guidelines.,liked: This review has been hidden because it doesn't meet our guidelines.,0,0,
Hogg,United States,Single Room,1 night,Solo traveller,06-09-2023 00:00:00,Exceptional,10.0,en-us,"Very clean and cleaned daily, excellent view of Baños, friendly staff, and a comfortable bed — I couldn't ask for more!",It's on a somewhat steep hill if you are walking from the center of the city so bear that in mind if you have problems walking.,"title: Exceptional. liked: Very clean and cleaned daily, excellent view of Baños, friendly staff, and a comfortable bed — I couldn't ask for more! disliked: It's on a somewhat steep hill if you are walking from the center of the city so bear that in mind if you have problems walking.","title: Exceptional. liked: Very clean and cleaned daily, excellent view of Baños, friendly staff, and a comfortable bed — I couldn't ask for more! disliked: It's on a somewhat steep hill if you are walking from the center of the city so bear that in mind if you have problems walking.",0,0,
Diana,Thailand,Single Room,4 nights,Solo traveller,06-06-2023 00:00:00,Amazing view but no wifi in the room,10.0,en,- helpful and friendly staff - amazing view! - workspace in the auditorium - comfy bed,- wifi in the room was extremely slow that it wasn't possible to use it at all,title: Amazing view but no wifi in the room. liked: - helpful and friendly staff - amazing view! - workspace in the auditorium - comfy bed. disliked: - wifi in the room was extremely slow that it wasn't possible to use it at all.,title: Amazing view but no wifi in the room. liked: - helpful and friendly staff - amazing view! - workspace in the auditorium - comfy bed. disliked: - wifi in the room was extremely slow that it wasn't possible to use it at all.,0,0,
Philipp,Germany,Double or Twin Room,3 nights,Couple,06-04-2023 00:00:00,"Beautiful stay, worth the money, can be noisy",8.0,en,Room with a nice view on the city. Same goes for the breakfast room. Great breakfast (if you buy it in addition - definitely worth the money for us). The bed was comfortable. Nicely done outdoor common areas. You can fill up your water bottles for free. The whole staff is kind and supportive.,"Unfortunately they couldn't help so much with activity planning, or at least the recommendations did not exactly match our ideas (we're just not the dinosaur park type of tourist). Instead, we eventually went to Geo Tours, who were quite helpful. The whole neighborhood is quite noisy in the evenings (dogs, motorcycles, the trash collection and the sports arena) and the windows can't keep the noise out. Personally in hindsight we would've liked something maybe 2 blocks closer to the city center, because on the last part of the walk back to the hostel after dark we always felt a bit insecure. Nothing ever happened there, though.","title: Beautiful stay, worth the money, can be noisy. liked: Room with a nice view on the city. Same goes for the breakfast room. Great breakfast (if you buy it in addition - definitely worth the money for us). The bed was comfortable. Nicely done outdoor common areas. You can fill up your water bottles for free. The whole staff is kind and supportive. disliked: Unfortunately they couldn't help so much with activity planning, or at least the recommendations did not exactly match our ideas (we're just not the dinosaur park type of tourist). Instead, we eventually went to Geo Tours, who were quite helpful. The whole neighborhood is quite noisy in the evenings (dogs, motorcycles, the trash collection and the sports arena) and the windows can't keep the noise out. Personally in hindsight we would've liked something maybe 2 blocks closer to the city center, because on the last part of the walk back to the hostel after dark we always felt a bit insecure. Nothing ever happened there, though.","title: Beautiful stay, worth the money, can be noisy. liked: Room with a nice view on the city. Same goes for the breakfast room. Great breakfast (if you buy it in addition - definitely worth the money for us). The bed was comfortable. Nicely done outdoor common areas. You can fill up your water bottles for free. The whole staff is kind and supportive. disliked: Unfortunately they couldn't help so much with activity planning, or at least the recommendations did not exactly match our ideas (we're just not the dinosaur park type of tourist). Instead, we eventually went to Geo Tours, who were quite helpful. The whole neighborhood is quite noisy in the evenings (dogs, motorcycles, the trash collection and the sports arena) and the windows can't keep the noise out. Personally in hindsight we would've liked something maybe 2 blocks closer to the city center, because on the last part of the walk back to the hostel after dark we always felt a bit insecure. Nothing ever happened there, though.",0,0,
Stefanie,Chile,Single Room,3 nights,Solo traveller,05-20-2023 00:00:00,Exceptional,10.0,en,Extremely nice and helpful stuff I felt welcomed,,title: Exceptional. liked: Extremely nice and helpful stuff I felt welcomed.,title: Exceptional. liked: Extremely nice and helpful stuff I felt welcomed.,0,0,
Nassima,France,Single Room,3 nights,Solo traveller,05-20-2023 00:00:00,A great hotel in Baños,10.0,en,"Very good people and hotel. The room was bright, the bed super comfortable Breakfast for 4 dollars is very good and excellent value for money in Baños Wifi is strong Rooms are very clean and cleaned everyday if you wish The garden is beautiful",,"title: A great hotel in Baños. liked: Very good people and hotel. The room was bright, the bed super comfortable Breakfast for 4 dollars is very good and excellent value for money in Baños Wifi is strong Rooms are very clean and cleaned everyday if you wish The garden is beautiful.","title: A great hotel in Baños. liked: Very good people and hotel. The room was bright, the bed super comfortable Breakfast for 4 dollars is very good and excellent value for money in Baños Wifi is strong Rooms are very clean and cleaned everyday if you wish The garden is beautiful.",0,0,
John,Canada,Single Room,1 night,Solo traveller,05-18-2023 00:00:00,Exceptional,10.0,en-us,Very friendly and helpful staff. Standard breakfast is good. The view of the surrounding mountains and town is the selling point. Spacious rooms and common areas. Hammock somewhere in the premises was nice. And very clean.,My bed might need replacing. The bottom end was sinking when I sat down. Dont know if its the matress or the support. It is on top of the hill and about 5-10 min to the main center. Im fat so I was out of breath when going back up the hill. Should be no problem for most though. Good short exercise though.,title: Exceptional. liked: Very friendly and helpful staff. Standard breakfast is good. The view of the surrounding mountains and town is the selling point. Spacious rooms and common areas. Hammock somewhere in the premises was nice. And very clean. disliked: My bed might need replacing. The bottom end was sinking when I sat down. Dont know if its the matress or the support. It is on top of the hill and about 5-10 min to the main center. Im fat so I was out of breath when going back up the hill. Should be no problem for most though. Good short exercise though.,title: Exceptional. liked: Very friendly and helpful staff. Standard breakfast is good. The view of the surrounding mountains and town is the selling point. Spacious rooms and common areas. Hammock somewhere in the premises was nice. And very clean. disliked: My bed might need replacing. The bottom end was sinking when I sat down. Dont know if its the matress or the support. It is on top of the hill and about 5-10 min to the main center. Im fat so I was out of breath when going back up the hill. Should be no problem for most though. Good short exercise though.,0,0,
Philippe,Switzerland,Double or Twin Room,3 nights,Family,05-18-2023 00:00:00,Superb,9.0,en,"The Hotel Lianovientos is a little bit outside of the center, about 5 minutes on foot. All attractions in Banios can be easily reached on foot. The garden are beautiful and it has sofas to relax. The hotel staff is very friendly, helpful and competent, we felt very welcome and comfortable. The room is big and the beds are very comfortable. The breakfast is very good with a choice of bread, cheese, eggs, fruit, cereal and yoghurt.","We had to pay an extra $1 for two extra rolls, at breakfast.","title: Superb. liked: The Hotel Lianovientos is a little bit outside of the center, about 5 minutes on foot. All attractions in Banios can be easily reached on foot. The garden are beautiful and it has sofas to relax. The hotel staff is very friendly, helpful and competent, we felt very welcome and comfortable. The room is big and the beds are very comfortable. The breakfast is very good with a choice of bread, cheese, eggs, fruit, cereal and yoghurt. disliked: We had to pay an extra $1 for two extra rolls, at breakfast.","title: Superb. liked: The Hotel Lianovientos is a little bit outside of the center, about 5 minutes on foot. All attractions in Banios can be easily reached on foot. The garden are beautiful and it has sofas to relax. The hotel staff is very friendly, helpful and competent, we felt very welcome and comfortable. The room is big and the beds are very comfortable. The breakfast is very good with a choice of bread, cheese, eggs, fruit, cereal and yoghurt. disliked: We had to pay an extra $1 for two extra rolls, at breakfast.",0,0,
Anthony,United States,Double or Twin Room,3 nights,Group,05-18-2023 00:00:00,The place to stay in Baños!,10.0,en,"Clean rooms, friendly staff and a spacious roof deck overlooking Baños. The spot to stay when in town!",,"title: The place to stay in Baños! liked: Clean rooms, friendly staff and a spacious roof deck overlooking Baños. The spot to stay when in town!","title: The place to stay in Baños! liked: Clean rooms, friendly staff and a spacious roof deck overlooking Baños. The spot to stay when in town!",0,0,
Ethan,United States,Double or Twin Room,3 nights,Group,05-11-2023 00:00:00,Exceptional,10.0,en-us,"Super helpful staff, great breakfast (2 croissants!), wonderful view of the city, a lovely outdoor space, and overall a great value.",,"title: Exceptional. liked: Super helpful staff, great breakfast (2 croissants!), wonderful view of the city, a lovely outdoor space, and overall a great value.","title: Exceptional. liked: Super helpful staff, great breakfast (2 croissants!), wonderful view of the city, a lovely outdoor space, and overall a great value.",0,0,
Eva,United States,Single Room,4 nights,Solo traveller,05-01-2023 00:00:00,"This place feels like Heaven on Earth, so worth the price I HAVE to go back!!",10.0,en,"The views from my room were gorgeous. The property itself is beautiful with lots to do. I could come back and stay for a month I was so comfortable there! All the staff I met at all times of the day and night were very friendly and helpful. I was able to use the kitchen to prepare my own meals because I am (unfortunately) a finicky eater. The location is fabulous! You can easily walk to thermal pools, great restaurants, great markets, shops, and open-air bus departures to different attractions. I highly recommend this place! I also got a great massage there.","I didn't try the wifi in the common areas, but in the rooms it was quite weak and unreliable. Fortunately, I didn't have too much work scheduled while I was there, but when I did have video calls, we had lots of interruptions. It is a better place to go to play than to work, that's for sure!","title: This place feels like Heaven on Earth, so worth the price I HAVE to go back!! liked: The views from my room were gorgeous. The property itself is beautiful with lots to do. I could come back and stay for a month I was so comfortable there! All the staff I met at all times of the day and night were very friendly and helpful. I was able to use the kitchen to prepare my own meals because I am (unfortunately) a finicky eater. The location is fabulous! You can easily walk to thermal pools, great restaurants, great markets, shops, and open-air bus departures to different attractions. I highly recommend this place! I also got a great massage there. disliked: I didn't try the wifi in the common areas, but in the rooms it was quite weak and unreliable. Fortunately, I didn't have too much work scheduled while I was there, but when I did have video calls, we had lots of interruptions. It is a better place to go to play than to work, that's for sure!","title: This place feels like Heaven on Earth, so worth the price I HAVE to go back!! liked: The views from my room were gorgeous. The property itself is beautiful with lots to do. I could come back and stay for a month I was so comfortable there! All the staff I met at all times of the day and night were very friendly and helpful. I was able to use the kitchen to prepare my own meals because I am (unfortunately) a finicky eater. The location is fabulous! You can easily walk to thermal pools, great restaurants, great markets, shops, and open-air bus departures to different attractions. I highly recommend this place! I also got a great massage there. disliked: I didn't try the wifi in the common areas, but in the rooms it was quite weak and unreliable. Fortunately, I didn't have too much work scheduled while I was there, but when I did have video calls, we had lots of interruptions. It is a better place to go to play than to work, that's for sure!",0,0,
Michael,United Kingdom,Single Room,2 nights,Solo traveller,04-20-2023 00:00:00,Exceptional,10.0,en,"Staff are very helpful,I would stay again.",,"title: Exceptional. liked: Staff are very helpful,I would stay again.","title: Exceptional. liked: Staff are very helpful,I would stay again.",0,0,
Kidd,Canada,Triple Room with Private Bathroom,3 nights,Couple,04-10-2023 00:00:00,Superb,9.0,en,"The staff was helpful, giving us all the information we needed to enjoy Banos. The room was comfortable, but a bit small. The grounds of the hotel were beautiful, and it had 24 hours security access, so felt very safe. It was also away from the busy part of town.","The hotel is at the top of a hill, but we did know that before booking.","title: Superb. liked: The staff was helpful, giving us all the information we needed to enjoy Banos. The room was comfortable, but a bit small. The grounds of the hotel were beautiful, and it had 24 hours security access, so felt very safe. It was also away from the busy part of town. disliked: The hotel is at the top of a hill, but we did know that before booking.","title: Superb. liked: The staff was helpful, giving us all the information we needed to enjoy Banos. The room was comfortable, but a bit small. The grounds of the hotel were beautiful, and it had 24 hours security access, so felt very safe. It was also away from the busy part of town. disliked: The hotel is at the top of a hill, but we did know that before booking.",0,0,
Raz,Israel,Quadruple Room,3 nights,Family,04-01-2023 00:00:00,Very good,8.0,en-us,Great location. Very nice and willing people,Shower. Hot and cold water with bursts of either but never stable temperature,title: Very good. liked: Great location. Very nice and willing people. disliked: Shower. Hot and cold water with bursts of either but never stable temperature.,title: Very good. liked: Great location. Very nice and willing people. disliked: Shower. Hot and cold water with bursts of either but never stable temperature.,1,0,
Diane,United Kingdom,Single Room,3 nights,Solo traveller,03-17-2023 00:00:00,"Beautiful views, great staff, good location",10.0,en,"The view from my room was pretty breathtaking when I arrived in the evening, I saw rooftops lit up and the mist dropping from the mountains. In the morning, I watched the mist lifting to reveal a vast array of green, lush mountains towering the rooftops of houses. The staff were super helpful. I arrived in the evening so food wasn't available but the staff ordered me food in and it was delivered to my door. The staff provided me with crockery and cutlery. The staff also helped with directions to horse riding and the park and got me a taxi for when I moved on. The room was cleaned every day, fresh towels were put out and the shower was hot. The location was up a hill so a good workout for the heart. The gardens were beautiful.",Nothing,"title: Beautiful views, great staff, good location. liked: The view from my room was pretty breathtaking when I arrived in the evening, I saw rooftops lit up and the mist dropping from the mountains. In the morning, I watched the mist lifting to reveal a vast array of green, lush mountains towering the rooftops of houses. The staff were super helpful. I arrived in the evening so food wasn't available but the staff ordered me food in and it was delivered to my door. The staff provided me with crockery and cutlery. The staff also helped with directions to horse riding and the park and got me a taxi for when I moved on. The room was cleaned every day, fresh towels were put out and the shower was hot. The location was up a hill so a good workout for the heart. The gardens were beautiful. disliked: Nothing.","title: Beautiful views, great staff, good location. liked: The view from my room was pretty breathtaking when I arrived in the evening, I saw rooftops lit up and the mist dropping from the mountains. In the morning, I watched the mist lifting to reveal a vast array of green, lush mountains towering the rooftops of houses. The staff were super helpful. I arrived in the evening so food wasn't available but the staff ordered me food in and it was delivered to my door. The staff provided me with crockery and cutlery. The staff also helped with directions to horse riding and the park and got me a taxi for when I moved on. The room was cleaned every day, fresh towels were put out and the shower was hot. The location was up a hill so a good workout for the heart. The gardens were beautiful. disliked: Nothing.",0,0,
Cassandra,Germany,Single Room,2 nights,Solo traveller,03-14-2023 00:00:00,Exceptional,10.0,en,"Very nice hostal outside of the busy center of Baños, but only a short walk up the hill. The room and bathroom was nice and clean and the staff is very helpfull. Breakfast was also delicious. Recommend",,"title: Exceptional. liked: Very nice hostal outside of the busy center of Baños, but only a short walk up the hill. The room and bathroom was nice and clean and the staff is very helpfull. Breakfast was also delicious. Recommend.","title: Exceptional. liked: Very nice hostal outside of the busy center of Baños, but only a short walk up the hill. The room and bathroom was nice and clean and the staff is very helpfull. Breakfast was also delicious. Recommend.",0,0,
Francoistorres,United States,Single Room,2 nights,Solo traveller,03-12-2023 00:00:00,Lovely and pleasant!,10.0,en-us,"I loved my experience there and was very pleased with the staff, accommodations, food, location and value. Very close to a lovely thermal bath locale named Salado. Safe and easy to get to from the bus station. Well worth the stay!",,"title: Lovely and pleasant! liked: I loved my experience there and was very pleased with the staff, accommodations, food, location and value. Very close to a lovely thermal bath locale named Salado. Safe and easy to get to from the bus station. Well worth the stay!","title: Lovely and pleasant! liked: I loved my experience there and was very pleased with the staff, accommodations, food, location and value. Very close to a lovely thermal bath locale named Salado. Safe and easy to get to from the bus station. Well worth the stay!",0,0,
Marek,Czech Republic,Single Room,3 nights,Solo traveller,03-11-2023 00:00:00,Very good,8.0,en,"It is in quiet part of Banos, everyone was helpfull, good wifi, no reason to complain.","I booked a room with a bath, according to description, but there is no such room, only showers.","title: Very good. liked: It is in quiet part of Banos, everyone was helpfull, good wifi, no reason to complain. disliked: I booked a room with a bath, according to description, but there is no such room, only showers.","title: Very good. liked: It is in quiet part of Banos, everyone was helpfull, good wifi, no reason to complain. disliked: I booked a room with a bath, according to description, but there is no such room, only showers.",0,0,
Michael,United Kingdom,Double or Twin Room,2 nights,Couple,03-10-2023 00:00:00,Great stay,10.0,en,- large spacious room - we were able to do Radley checkin and large checkout around our schedule,- small walk up a steep hill from Baños centre if you have large bags or mobility issues I would advise getting a taxi for $1.50,title: Great stay. liked: - large spacious room - we were able to do Radley checkin and large checkout around our schedule. disliked: - small walk up a steep hill from Baños centre if you have large bags or mobility issues I would advise getting a taxi for $1.50.,title: Great stay. liked: - large spacious room - we were able to do Radley checkin and large checkout around our schedule. disliked: - small walk up a steep hill from Baños centre if you have large bags or mobility issues I would advise getting a taxi for $1.50.,0,0,
Bosko,Bosnia and Herzegovina,Single Room,3 nights,Solo traveller,03-07-2023 00:00:00,Exceptional,10.0,en,All things all best,Nathing at all,title: Exceptional. liked: All things all best. disliked: Nathing at all.,title: Exceptional. liked: All things all best. disliked: Nathing at all.,0,0,
